|Atendimentos_valor_medio|Renda média (R$)|Estabelecimentos_Publicos|Code|Município|Psi_valor_medio|Profissionais_Privados|Assalariados|Estabelecimentos_Total|Profissionais_Total|Estabelecimentos_Privados|Contribuição para o PIB estadual %|0 a 14 anos|Masculino|Renda média em Salários mínimos|15 a 29 anos|Estabelecimentos_Psi|Cidades|60+ anos|PIB (mil R$)|Estabelecimentos_Atend|Pop_Total|Psi_qtd_media|data_ref|Feminino|30 a 59 anos|Atendimentos_qtd_media|Profissionais_Publicos
4358|513527.21|1996.13|21.0|354330|354330 Ribeirão Pires|129781.23|17.0|24727.0|78.5|51.0|57.5|0.15|23651|58358|2.8|28422|84.5|Ribeirão Pires|15435|2742530.624|101.5|119297|9760.33|2014|60939|51789|92877.25|34.0
4359|6630334.61|2199.67|92.0|354340|354340 Ribeirão Preto|76247.97|222.0|232531.0|785.0|395.0|693.0|1.44|126194|316647|3.0|161088|1455.0|Ribeirão Preto|91963|26785869.501|1836.5|657638|8162.75|2014|340991|278393|522089.33|173.0
4363|733056.36|2155.87|45.0|354390|354390 Rio Claro|13964.75|40.0|64993.0|184.5|82.0|139.5|0.45|37957|96552|3.0|46821|344.5|Rio Claro|28729|8377157.502|386.5|197946|1906.42|2014|101394|84439|131413.58|42.0
4379|341719.09|2126.64|21.5|354520|354520 Salto|4025.92|15.0|30745.0|65.0|29.0|43.5|0.3|23022|55731|2.9|28232|119.0|Salto|13659|5535785.4120000005|134.0|112918|1561.83|2014|57187|48005|100850.08|14.0
4385|945661.74|2039.22|25.5|354580|354580 Santa Bárbara d'Oeste|151503.92|8.0|47373.0|71.5|32.0|46.0|0.28|35569|93436|2.8|46164|212.5|Santa Bárbara d'Oeste|23955|5253675.72|229.0|188580|10354.92|2014|95144|82892|190721.75|24.0
4404|852237.43|2462.2|20.0|354730|354730 Santana de Parnaíba|2860.47|0.0|65796.0|33.0|25.0|13.0|0.46|28950|61182|3.4|31800|30.0|Santana de Parnaíba|12000|8491361.92|35.0|124177|3026.58|2014|62995|51427|204894.42|25.0
4406|2555873.8|2296.77|88.0|354780|354780 Santo André|4894.39|150.0|217305.0|592.5|247.0|504.5|1.44|131730|338382|3.2|159895|584.5|Santo André|107073|26741456.365|852.0|704887|6604.17|2014|366505|306189|446246.08|97.0
4414|3099961.72|2388.56|94.5|354850|354850 Santos|46604.58|166.0|190577.0|463.5|267.0|369.0|1.07|71598|197576|3.3|85658|1213.5|Santos|90161|19931362.718|1377.0|431464|4410.42|2014|233888|184047|375862.08|101.0
4416|3241618.01|3221.42|97.5|354870|354870 São Bernardo do Campo|31048.56|179.0|284285.0|551.5|305.0|454.0|2.55|163959|391028|4.4|196189|518.0|São Bernardo do Campo|97115|47465765.726|769.0|809250|14812.25|2014|418222|351987|603652.92|126.0
4417|1179257.32|2866.02|43.5|354880|354880 São Caetano do Sul|38249.37|53.0|112530.0|315.5|108.0|272.0|0.84|23895|72182|4.0|30843|430.5|São Caetano do Sul|32602|15533594.68|608.0|156686|4341.92|2014|84504|69346|187986.0|55.0
4418|1169530.83|2472.8|50.0|354890|354890 São Carlos|27553.92|23.0|76607.0|233.0|53.0|183.0|0.51|45582|117079|3.4|55808|430.5|São Carlos|34368|9566566.155|472.5|238598|2522.42|2014|121519|102840|192848.92|30.0
4420|1083678.46|1854.43|37.0|354910|354910 São João da Boa Vista|1015.63|62.0|23954.0|121.5|85.0|84.5|0.14|15980|42702|2.6|19453|430.5|São João da Boa Vista|14467|2545218.451|456.0|88217|2689.67|2014|45515|38317|121414.5|23.0
4427|270441.08|1818.21|20.0|354970|354970 São José do Rio Pardo|165.32|13.0|14353.0|93.5|24.0|73.5|0.08|9813|26572|2.5|12752|108.5|São José do Rio Pardo|9000|1501940.754|151.5|53993|1128.75|2014|27421|22428|60602.67|11.0
4428|5342060.65|2073.33|88.5|354980|354980 São José do Rio Preto|57909.99|83.0|142433.0|636.5|214.0|548.0|0.8|78176|210384|2.9|99156|723.5|São José do Rio Preto|67282|14823846.093|886.5|437599|11154.75|2014|227215|192985|551743.75|131.0
4429|3864842.04|2865.43|84.0|354990|354990 São José dos Campos|4424.88|294.0|205912.0|592.0|362.0|508.0|1.63|143326|333379|4.0|167898|1292.5|São José dos Campos|80147|30343667.527|1448.5|680242|5864.58|2014|346863|288871|444684.33|68.0
4434|60644859.01|3197.76|1222.0|355030|355030 São Paulo|381715.09|1719.0|5285492.0|9332.0|3780.0|8110.0|33.47|2416356|5625471|4.4|2836881|13869.0|São Paulo|1579841|621917371.65|16236.0|11860285|115821.08|2014|6234814|5027207|8419780.42|2061.0
4437|338322.43|1729.96|17.5|355060|355060 São Roque|845.8|30.0|20855.0|93.5|39.0|76.0|0.12|16834|41948|2.4|19914|204.5|São Roque|12041|2228881.33|222.0|85425|770.67|2014|43477|36636|35832.58|9.0
4438|525223.53|2511.48|34.0|355070|355070 São Sebastião|3137.53|3.0|19453.0|63.5|33.0|29.5|0.28|19490|40734|3.5|20806|144.5|São Sebastião|7723|5255728.121|151.5|81766|1279.17|2014|41032|33747|113059.08|30.0
4441|1376217.72|1920.05|71.0|355100|355100 São Vicente|52100.31|18.0|42198.0|138.5|59.0|67.5|0.26|77542|168979|2.7|85213|220.5|São Vicente|44527|4808119.399|257.0|352115|8479.17|2014|183136|144833|298423.67|41.0
4448|584559.77|2558.18|23.0|355170|355170 Sertãozinho|1440.91|34.0|44738.0|128.5|42.0|105.5|0.24|25067|58992|3.5|30127|199.5|Sertãozinho|13530|4517285.6110000005|243.5|118714|462.33|2014|59722|49990|100263.58|8.0
4453|5681812.89|2411.1|76.0|355220|355220 Sorocaba|730.17|109.0|207854.0|417.5|190.0|341.5|1.59|128590|311980|3.3|158216|685.5|Sorocaba|78611|29580569.123000003|747.5|636681|16609.92|2014|324701|271264|478038.5|81.0
4455|1114030.18|3092.19|36.0|355240|355240 Sumaré|22469.01|12.0|54207.0|97.5|41.0|61.5|0.63|58806|130294|4.3|68183|160.0|Sumaré|25651|11646358.248|171.0|262267|2075.75|2014|131973|109627|181511.42|29.0
4457|1246111.83|2275.68|42.0|355250|355250 Suzano|2319.48|18.0|54396.0|134.0|41.0|92.0|0.55|65723|138249|3.1|72708|139.5|Suzano|28751|10187337.958999999|182.0|282005|3055.42|2014|143756|114823|224219.08|23.0
4460|1473749.29|2070.45|37.5|355280|355280 Taboão da Serra|5938.89|9.0|57636.0|79.0|35.0|41.5|0.41|62482|128300|2.9|68993|88.0|Taboão da Serra|24984|7641918.332|113.0|268324|593.42|2014|140024|111865|230195.75|26.0
4475|333229.96|2009.84|38.5|355400|355400 Tatuí|10317.67|24.0|28999.0|106.5|39.0|68.0|0.19|25347|57089|2.8|28741|254.5|Tatuí|14766|3453084.5330000003|279.5|115339|1038.67|2014|58250|46485|83344.5|15.0
4476|3063046.5|2587.28|64.0|355410|355410 Taubaté|30869.03|67.0|84577.0|285.0|126.0|221.0|0.82|61798|146963|3.6|72393|498.5|Taubaté|38346|15218038.399|637.0|298923|3679.58|2014|151960|126386|311066.58|59.0
4488|467818.8|1478.12|23.5|355500|355500 Tupã|31617.69|11.0|15804.0|81.5|33.0|58.0|0.08|11586|31678|2.0|13755|168.0|Tupã|12326|1532874.263|182.5|65276|2430.17|2014|33598|27609|56594.25|22.0
4501|124265.16|2526.86|29.5|355620|355620 Valinhos|15074.85|17.0|43042.0|80.0|35.0|50.5|0.28|21948|58364|3.5|26907|295.0|Valinhos|15895|5285933.526000001|319.5|118402|1059.58|2014|60038|53652|227999.67|18.0
4506|84332.51|2359.27|20.0|355650|355650 Várzea Paulista|51114.29|0.0|18067.0|33.0|10.0|13.0|0.13|26316|57526|3.3|30493|27.0|Várzea Paulista|10784|2342545.957|36.0|115239|4184.83|2014|57713|47646|103508.5|10.0
4508|212953.32|2559.19|19.0|355670|355670 Vinhedo|3079.05|22.0|38634.0|76.5|38.0|57.5|0.41|13969|35320|3.5|16811|206.5|Vinhedo|9180|7581422.167|227.0|71329|1938.33|2014|36009|31369|81014.67|16.0
4512|231225.55|2070.03|31.0|355700|355700 Votorantim|84.66|10.0|19812.0|60.0|19.0|29.0|0.25|26018|57889|2.9|29984|83.0|Votorantim|12702|4672146.941000001|91.0|116494|957.42|2014|58605|47790|97471.25|9.0
4513|767850.64|1682.4|31.0|355710|355710 Votuporanga|1527.99|31.0|24639.0|93.0|45.0|62.0|0.13|15534|44119|2.3|20561|252.0|Votuporanga|14638|2386738.295|292.5|90318|1428.75|2014|46199|39585|155398.42|14.0
4515|285982.03|1431.01|16.0|350010|350010 Adamantina|37874.76|7.0|9304.0|55.0|16.5|39.0|0.05|5906|16875|2.1|7652|107.5|Adamantina|6500|815579.3420000001|116.5|34789|3199.5|2013|17914|14731|44370.83|9.5
4533|616647.59|2024.6|40.5|350160|350160 Americana|57019.81|90.0|82177.0|170.0|124.5|129.5|0.59|40991|109811|3.0|52794|625.5|Americana|31170|10085142.423|649.0|223970|4851.92|2013|114159|99015|147432.58|34.5
4536|348108.71|1746.72|31.0|350190|350190 Amparo|1347.11|11.5|23720.0|110.0|31.5|79.0|0.19|12649|34033|2.6|16437|217.0|Amparo|10658|3269150.818|222.5|69084|3933.25|2013|35051|29340|144427.0|20.0
4538|196810.04|1547.47|17.0|350210|350210 Andradina|788.49|18.0|14091.0|31.0|36.5|14.0|0.12|10575|28020|2.3|12840|133.5|Andradina|9151|2032917.275|138.5|56871|293.33|2013|28851|24305|60335.33|18.5
4546|1158806.64|1757.09|58.0|350280|350280 Araçatuba|4080.13|57.5|53395.0|206.5|98.0|148.5|0.36|34884|91502|2.6|42652|439.0|Araçatuba|28949|6094591.333|524.0|189835|842.42|2013|98333|83350|176597.08|40.5
4551|1393522.94|1919.49|98.5|350320|350320 Araraquara|3515.32|51.0|74538.0|317.5|107.0|219.0|0.44|40634|106891|2.8|52782|524.5|Araraquara|33118|7531613.778|574.5|221435|1052.92|2013|114544|94901|168624.08|56.0
4552|552124.17|1967.76|32.5|350330|350330 Araras|1817.76|27.0|37222.0|124.0|43.0|91.5|0.25|24477|62203|2.9|31101|279.0|Araras|17064|4211377.3719999995|314.0|126044|1254.5|2013|63841|53402|89385.08|16.0
4561|662279.26|1672.82|34.0|350400|350400 Assis|13820.51|28.0|23158.0|92.0|59.5|58.0|0.14|19137|48775|2.5|23646|244.5|Assis|15070|2463836.0130000003|260.0|99862|2560.92|2013|51087|42009|175334.0|31.5
4562|583159.73|1977.54|26.5|350410|350410 Atibaia|2270.41|38.5|37400.0|80.0|49.0|53.5|0.28|28222|65885|2.9|31910|209.5|Atibaia|18663|4827702.267|215.5|134192|611.33|2013|68307|55397|83837.0|10.5
4566|528433.62|1443.21|30.0|350450|350450 Avaré|1831.49|14.0|20165.0|67.5|34.0|37.5|0.11|18384|43152|2.1|21136|182.0|Avaré|12004|1955722.2769999998|192.0|86933|545.67|2013|43781|35409|94558.17|20.0
4577|6238284.44|1638.94|39.0|350550|350550 Barretos|76138.37|11.0|31393.0|104.5|43.5|65.5|0.2|23027|56746|2.4|28245|202.0|Barretos|17026|3421231.8310000002|222.0|117357|6335.08|2013|60611|49059|182216.0|32.5
4579|1107684.92|3072.09|35.5|350570|350570 Barueri|8535.39|12.0|271847.0|154.5|63.0|119.0|2.56|60990|124316|4.5|68860|170.5|Barueri|21541|43865630.798999995|210.5|256100|3529.83|2013|131784|104709|393572.92|51.0
4581|342259.35|1779.04|22.0|350590|350590 Batatais|19949.33|15.0|16098.0|50.0|26.0|28.0|0.08|11838|29231|2.6|14401|186.0|Batatais|8871|1410019.689|194.0|59462|1533.83|2013|30231|24352|53559.58|11.0
4582|2123413.68|1990.51|100.5|350600|350600 Bauru|68026.55|48.5|129627.0|277.5|149.0|177.0|0.64|71779|174892|2.9|86381|479.5|Bauru|50975|11059040.324000001|530.5|360812|6742.75|2013|185920|151677|273322.58|100.5
4583|496132.04|1610.16|27.0|350610|350610 Bebedouro|40854.91|20.0|21974.0|93.5|37.5|66.5|0.12|15087|37509|2.4|18294|180.0|Bebedouro|11708|2128817.4080000003|217.0|77116|6003.42|2013|39607|32027|83238.5|17.5
4588|195299.07|1347.77|25.0|350650|350650 Birigui|2293.69|8.0|37741.0|71.0|18.5|46.0|0.15|22340|56500|2.0|26989|106.0|Birigui|15759|2600972.887|127.5|115597|475.17|2013|59097|50509|96123.0|10.5
4600|2055555.11|2326.65|39.5|350750|350750 Botucatu|1674.27|53.5|39370.0|118.0|110.0|78.5|0.23|28248|66049|3.4|32553|453.0|Botucatu|19394|3940403.597|486.0|135952|2964.92|2013|69903|55757|147856.92|56.5
4601|1134738.88|1811.23|50.0|350760|350760 Bragança Paulista|1460.93|19.0|40832.0|169.5|46.5|119.5|0.26|31367|77013|2.7|38145|281.5|Bragança Paulista|21440|4508779.476|293.5|156626|542.42|2013|79613|65674|131214.08|27.5
4611|241885.58|2364.71|25.0|350850|350850 Caçapava|823.83|24.0|21654.0|89.0|36.0|64.0|0.21|19290|44362|3.5|21637|210.0|Caçapava|11351|3595377.55|218.0|89389|653.67|2013|45027|37111|112391.5|12.0
4616|153648.06|2083.26|19.5|350900|350900 Caieiras|2543.2|11.0|24542.0|47.5|21.5|28.0|0.15|21837|45413|3.1|24039|33.5|Caieiras|8356|2646902.313|48.5|93040|953.75|2013|47627|38808|54349.0|10.5
4618|228748.05|2358.85|16.0|350920|350920 Cajamar|2165.11|2.0|40756.0|29.5|16.0|13.5|0.47|17392|34668|3.5|19281|34.5|Cajamar|5217|8022351.658|39.5|69488|816.17|2013|34820|27598|128989.0|14.0
4623|9255002.91|2668.28|140.0|350950|350950 Campinas|231414.36|227.5|429822.0|799.5|486.5|659.5|3.17|220106|550646|3.9|279342|1760.5|Campinas|153806|54363857.778000005|2106.5|1141325|54582.0|2013|590679|488071|772652.33|259.0
4635|378161.51|1676.17|39.5|351050|351050 Caraguatatuba|634.78|8.5|22406.0|78.5|24.0|39.0|0.15|25446|54232|2.5|26481|110.0|Caraguatatuba|13435|2504935.215|129.0|109542|747.5|2013|55310|44180|97156.5|15.5
4636|1157509.32|1542.88|30.5|351060|351060 Carapicuíba|868.61|6.5|45729.0|75.0|49.0|44.5|0.26|93088|187461|2.3|100791|68.5|Carapicuíba|35668|4401711.955|84.0|386363|684.17|2013|198902|156816|346351.42|42.5
4641|893701.19|1654.34|42.5|351110|351110 Catanduva|2099.15|23.5|39094.0|158.5|51.0|116.0|0.2|21257|57215|2.4|27064|302.0|Catanduva|19024|3406023.8030000003|365.0|117764|749.33|2013|60549|50419|157237.42|27.5
4660|598607.89|2246.24|51.0|351300|351300 Cotia|479.12|9.0|79490.0|93.5|36.0|42.5|0.56|53041|108125|3.3|55909|84.5|Cotia|20144|9534415.655|103.5|220813|124.75|2013|112688|91719|124953.92|27.0
4664|239299.51|2322.36|32.0|351340|351340 Cruzeiro|793.82|32.0|18358.0|155.5|45.0|123.5|0.11|17051|39041|3.4|19133|204.0|Cruzeiro|10798|1964348.7969999998|257.5|80083|480.0|2013|41042|33101|59909.5|13.0
4665|482676.74|3409.5|37.0|351350|351350 Cubatão|23508.19|23.5|42289.0|77.0|45.5|40.0|0.37|30049|62237|5.0|32735|146.5|Cubatão|10969|6358639.368|164.0|124761|2330.92|2013|62524|51008|131841.0|22.0
4668|1503265.84|2339.69|63.0|351380|351380 Diadema|4392.81|13.5|112601.0|100.5|62.0|37.5|0.77|94591|195940|3.5|106851|148.5|Diadema|35868|13241472.22|172.0|405333|4183.08|2013|209393|168023|362541.25|48.5
4675|426425.79|1358.01|18.0|351440|351440 Dracena|32136.64|15.5|10461.0|40.0|29.5|22.0|0.06|7670|22566|2.0|10045|165.0|Dracena|7868|1024226.32|166.0|45177|5349.25|2013|22611|19594|57177.42|14.0
4683|726098.13|1923.2|27.0|351500|351500 Embu das Artes|4389.63|0.0|46355.0|35.0|23.0|8.0|0.42|64406|124093|2.8|68627|33.0|Embu das Artes|20295|7150070.543|39.0|255594|2403.5|2013|131501|102266|290292.42|23.0
4695|544327.8|1459.99|36.0|351550|351550 Fernandópolis|646.58|47.5|16418.0|105.5|60.5|69.5|0.09|11748|32814|2.2|14969|207.5|Fernandópolis|11619|1588190.865|247.5|67271|1314.33|2013|34457|28935|67818.17|13.0
4697|239998.18|1609.66|29.0|351570|351570 Ferraz de Vasconcelos|2308.13|2.5|20612.0|39.0|27.0|10.0|0.15|45473|87758|2.4|49415|29.5|Ferraz de Vasconcelos|14342|2572171.665|38.5|179921|579.08|2013|92163|70691|67853.92|24.5
4702|2267959.48|1442.88|56.0|351620|351620 Franca|77794.29|80.0|90669.0|286.0|126.0|230.0|0.43|73059|163745|2.1|83956|597.0|Franca|41908|7400740.917|643.0|335662|7898.67|2013|171917|136739|257887.25|46.0
4703|309238.39|1610.66|23.0|351630|351630 Francisco Morato|4214.22|0.0|9379.0|39.5|14.0|16.5|0.07|44678|81607|2.4|45675|41.5|Francisco Morato|12271|1239002.348|47.5|164295|916.58|2013|82688|61671|110502.08|14.0
4704|693508.61|1987.78|39.0|351640|351640 Franco da Rocha|193.86|6.0|14490.0|56.0|88.5|17.0|0.14|33783|72425|2.9|39122|53.0|Franco da Rocha|12000|2325813.273|61.0|141562|68.5|2013|69137|56657|115492.33|82.5
4725|671559.18|2144.18|34.0|351840|351840 Guaratinguetá|961.99|26.0|30301.0|97.0|42.0|63.0|0.24|23125|56414|3.2|27878|229.0|Guaratinguetá|16456|4161441.925|243.0|117235|548.25|2013|60821|49776|120451.83|16.0
4728|1229988.35|2216.13|50.5|351870|351870 Guarujá|225.52|19.5|52359.0|121.0|54.0|70.5|0.39|73034|148894|3.3|77370|247.0|Guarujá|31282|6768627.081|279.0|305667|1153.25|2013|156773|123981|233389.75|34.5
4729|3726126.59|2274.14|130.0|351880|351880 Guarulhos|36944.75|91.0|352648.0|412.0|225.5|282.0|2.79|310868|630957|3.4|336761|474.5|Guarulhos|119403|47846350.374|619.0|1295654|11489.42|2013|664697|528622|812716.17|134.5
4734|502844.89|3348.71|49.0|351907|351907 Hortolândia|1631.76|5.0|46337.0|72.5|33.5|23.5|0.53|47666|106138|4.9|57349|96.5|Hortolândia|18111|9018436.856|110.0|208851|1030.83|2013|102713|85725|145105.92|28.5
4752|1228677.97|2506.82|29.0|352050|352050 Indaiatuba|79234.81|30.0|73857.0|145.5|62.5|116.5|0.62|46333|110469|3.7|56455|278.5|Indaiatuba|24929|10567800.072999999|317.5|221952|11773.0|2013|111483|94235|206881.58|32.5
4769|245570.2|1539.25|32.5|352210|352210 Itanhaém|658.0|5.5|14224.0|44.0|29.5|11.5|0.08|22316|45138|2.3|20285|37.5|Itanhaém|14915|1318123.912|52.0|93515|582.58|2013|48377|35999|101028.33|24.0
4771|721312.47|1749.3|22.0|352220|352220 Itapecerica da Serra|38.46|5.0|23082.0|35.0|24.0|13.0|0.16|40683|81889|2.6|44265|40.0|Itapecerica da Serra|13153|2772349.814|47.0|162986|1379.83|2013|81097|64885|164095.17|19.0
4772|745279.77|1498.7|46.5|352230|352230 Itapetininga|2061.77|12.0|32765.0|97.5|44.5|51.0|0.21|35257|76825|2.2|39206|267.5|Itapetininga|18365|3566469.732|278.5|153404|794.67|2013|76579|60576|142214.25|32.5
4773|702260.23|1420.49|41.0|352240|352240 Itapeva|34075.26|12.5|18108.0|82.0|23.5|41.0|0.1|22567|45146|2.1|23416|138.0|Itapeva|10145|1768100.007|153.0|91451|2777.75|2013|46305|35323|120406.83|11.0
4774|523669.59|2691.15|30.5|352250|352250 Itapevi|2530.39|3.0|39113.0|60.0|19.5|29.5|0.46|58160|106647|4.0|59883|51.0|Itapevi|15541|7852449.996|67.0|216645|1462.58|2013|109998|83061|134017.17|16.5
4775|193867.72|1851.26|22.0|352260|352260 Itapira|24913.68|22.0|22283.0|45.5|40.0|23.5|0.16|12873|35529|2.7|17175|156.5|Itapira|11033|2678366.287|169.5|71792|4874.75|2013|36263|30711|91737.58|18.0
4781|548489.89|1756.53|37.0|352310|352310 Itaquaquecetuba|847.3|3.0|43701.0|50.0|14.0|13.0|0.28|92506|169187|2.6|95097|47.0|Itaquaquecetuba|24527|4878906.212|52.0|343771|226.5|2013|174584|131641|247506.08|11.0
4784|260464.62|1985.29|32.5|352340|352340 Itatiba|12993.68|13.0|37338.0|95.5|35.5|63.0|0.27|22344|54286|2.9|27453|101.5|Itatiba|13237|4556482.232|122.5|109740|1926.25|2013|55454|46706|83201.25|22.5
4789|917071.29|2007.95|44.0|352390|352390 Itu|2408.16|15.5|57954.0|103.0|41.0|59.0|0.42|35138|80807|3.0|41126|220.5|Itu|18834|7159751.595|228.0|163428|1439.42|2013|82621|68330|113130.67|25.5
4791|364534.69|1534.26|18.0|352410|352410 Ituverava|4553.59|7.0|6725.0|61.0|16.5|43.0|0.06|8064|19705|2.3|9519|143.5|Ituverava|6143|1017537.5190000001|152.5|40400|366.42|2013|20695|16674|117655.92|9.5
4793|377551.45|2070.31|20.0|352430|352430 Jaboticabal|34836.27|5.5|22690.0|72.0|22.0|52.0|0.12|14496|36337|3.1|18013|106.5|Jaboticabal|11090|2113078.751|118.0|74753|2737.83|2013|38416|31154|38496.0|16.5
4794|938342.05|2236.9|27.5|352440|352440 Jacareí|11643.93|44.5|46772.0|129.5|86.0|102.0|0.49|48364|108448|3.3|53174|294.5|Jacareí|27333|8390720.578|320.5|222344|3080.33|2013|113896|93473|148030.92|41.5
4797|241685.5|2511.52|17.0|352470|352470 Jaguariúna|1263.48|12.5|32921.0|42.5|21.5|25.5|0.34|10483|24548|3.7|12667|62.5|Jaguariúna|5678|5784632.709|65.5|49522|420.58|2013|24974|20694|51766.83|9.0
4798|151328.64|1454.95|25.0|352480|352480 Jales|854.32|18.5|10644.0|76.0|28.5|51.0|0.06|8421|23714|2.1|10524|170.5|Jales|8415|1059945.439|180.5|48504|317.42|2013|24790|21144|69596.42|10.0
4800|223010.73|2289.42|16.5|352500|352500 Jandira|1391.99|5.0|20594.0|21.5|13.0|5.0|0.15|28499|56642|3.4|31693|25.5|Jandira|8577|2637675.707|30.5|115778|602.25|2013|59136|47009|79585.17|8.0
4803|4032440.51|1541.32|32.5|352530|352530 Jaú|46653.42|24.5|38772.0|94.5|55.0|62.0|0.21|28471|68503|2.3|33233|343.0|Jaú|19065|3628474.7610000004|398.5|139740|3661.33|2013|71237|58971|148560.42|30.5
4810|2872596.88|2330.35|76.0|352590|352590 Jundiaí|119968.79|172.5|190431.0|461.5|252.0|385.5|2.01|75493|191276|3.4|91015|1243.5|Jundiaí|56183|34448149.9|1441.0|392856|14960.25|2013|201580|170165|271993.67|79.5
4818|422090.13|1755.73|30.0|352670|352670 Leme|9521.83|9.0|23157.0|92.0|23.0|62.0|0.13|21669|48806|2.6|25485|138.0|Leme|11459|2305654.7169999997|152.5|97231|999.75|2013|48425|38618|90144.75|14.0
4819|246499.98|1962.1|19.0|352680|352680 Lençóis Paulista|29429.59|1.5|20372.0|48.0|9.0|29.0|0.13|14055|32210|2.9|16267|139.0|Lençóis Paulista|7630|2155406.194|144.0|64826|2030.5|2013|32616|26874|89152.33|7.5
4820|1112933.75|1959.05|46.0|352690|352690 Limeira|43479.57|31.0|88221.0|146.0|84.5|100.0|0.63|58867|142926|2.9|70995|502.5|Limeira|37214|10749036.885|546.0|290823|4584.0|2013|147897|123747|175580.08|53.5
4822|114108.27|1669.04|24.0|352710|352710 Lins|83.72|25.0|26527.0|126.0|45.0|102.0|0.17|14392|36479|2.5|17684|355.0|Lins|11304|2874972.124|365.0|74853|1460.92|2013|38374|31473|92989.25|20.0
4823|131726.0|1751.56|26.5|352720|352720 Lorena|493.11|13.5|16328.0|51.5|24.5|25.0|0.1|18597|41576|2.6|20962|182.0|Lorena|11699|1673965.956|191.0|86002|554.42|2013|44426|34744|53199.83|11.0
4837|224558.78|1643.34|23.0|352850|352850 Mairiporã|1739.53|12.0|14571.0|41.0|22.5|18.0|0.08|19627|45112|2.4|22132|35.0|Mairiporã|9406|1449236.628|47.0|88829|987.0|2013|43717|37664|71577.67|10.5
4843|2396614.44|2173.05|82.0|352900|352900 Marília|18336.38|46.5|99116.0|222.0|128.0|140.0|0.38|43845|110083|3.2|54034|620.0|Marília|33761|6432237.717999999|659.5|227861|3487.67|2013|117778|96221|180163.92|81.5
4846|238686.93|2021.21|26.0|352930|352930 Matão|209.18|7.0|28876.0|94.0|31.0|68.0|0.18|15338|39745|3.0|19933|129.0|Matão|10492|3164344.003|154.0|80228|1868.67|2013|40483|34465|87760.58|24.0
4847|754709.0|2294.26|64.0|352940|352940 Mauá|1342.69|15.0|69272.0|178.0|78.0|114.0|0.61|99584|217086|3.4|118381|210.0|Mauá|41525|10499353.881000001|225.5|442955|1308.0|2013|225869|183465|242020.17|63.0
4857|177329.38|1662.97|15.0|353030|353030 Mirassol|2221.59|12.0|14852.0|58.0|31.0|43.0|0.08|10713|27876|2.5|13106|97.5|Mirassol|8225|1420623.006|110.5|56734|1490.75|2013|28858|24690|64625.83|19.0
4859|201106.77|1582.38|36.0|353050|353050 Mococa|16486.61|25.5|16639.0|120.5|43.5|84.5|0.09|13462|34030|2.3|16105|128.0|Mococa|10262|1607623.721|197.0|68272|3047.83|2013|34242|28443|65669.08|18.0
4860|1503449.53|1961.81|66.0|353060|353060 Mogi das Cruzes|2257.26|33.5|96787.0|148.0|68.5|82.0|0.75|96024|201633|2.9|102974|112.0|Mogi das Cruzes|46420|12869867.329000002|165.5|413937|1531.0|2013|212304|168519|243777.75|35.0
4861|647641.75|1959.14|31.0|353070|353070 Mogi Guaçu|43691.11|17.0|39120.0|109.5|35.0|78.5|0.28|29029|71662|2.9|35711|246.5|Mogi Guaçu|18681|4790141.299|285.5|144496|3448.17|2013|72834|61075|95644.33|18.0
4862|559716.29|1939.07|25.0|353080|353080 Mogi Mirim|42081.67|8.5|28591.0|83.5|35.0|58.5|0.21|17403|44374|2.9|21334|173.0|Mogi Mirim|12871|3632285.8510000003|184.0|90210|6913.58|2013|45836|38602|84440.42|26.5
4867|187850.09|1801.96|20.0|353130|353130 Monte Alto|3617.54|23.0|13697.0|61.0|35.0|41.0|0.08|8794|23974|2.7|11378|171.0|Monte Alto|7673|1444218.687|178.0|48726|848.17|2013|24752|20881|103207.92|12.0
4904|2483168.12|2296.8|80.0|353440|353440 Osasco|5276.2|94.5|174960.0|434.5|146.5|354.5|3.17|151311|330826|3.4|173720|522.0|Osasco|74731|54335844.649|697.0|688562|2685.5|2013|357736|288800|535408.08|52.0
4907|572671.12|1581.32|31.5|353470|353470 Ourinhos|66047.69|29.5|25346.0|130.0|57.5|98.5|0.15|22703|52563|2.3|25480|314.5|Ourinhos|15550|2588893.251|318.5|108314|5289.75|2013|55751|44581|114911.58|28.0
4927|236650.18|3424.45|21.5|353650|353650 Paulínia|2403.15|14.5|43368.0|59.5|28.0|38.0|0.64|21035|45941|5.1|23226|111.0|Paulínia|8632|10984788.139|124.5|92775|806.17|2013|46834|39882|92430.33|13.5
4937|214494.07|1484.89|18.5|353730|353730 Penápolis|59300.99|7.0|13132.0|51.0|18.5|32.5|0.07|11864|29956|2.2|13843|125.0|Penápolis|9894|1190638.812|133.0|61144|5231.83|2013|31188|25543|64740.08|11.5
4944|674470.98|2535.38|29.0|353800|353800 Pindamonhangaba|1630.43|22.5|33152.0|90.5|34.0|61.5|0.33|35106|76986|3.7|39239|271.5|Pindamonhangaba|18028|5691879.092|281.5|156680|498.42|2013|79694|64307|122501.42|11.5
4950|2053799.09|2351.71|96.0|353870|353870 Piracicaba|2775.65|83.5|133090.0|360.5|115.5|264.5|1.18|77341|187965|3.5|93708|641.0|Piracicaba|52194|20294828.099|832.0|384062|1596.17|2013|196097|160819|221744.17|32.0
