|Atendimentos_valor_medio|Estabelecimentos_Atend_1000|Estabelecimentos_Privados_1000|Profissionais_Privados_1000|Estabelecimentos_Publicos_1000|Renda média (R$)|Profissionais_Publicos_Prop|Estabelecimentos_Psi_Prop|Estabelecimentos_Publicos|Município|Psi_valor_medio|Estabelecimentos_Atend_Prop|Assalariados|Profissionais_Privados|Estabelecimentos_Total|Estabelecimentos_Psi_1000|Profissionais_Total_1000|Profissionais_Publicos_1000|Atendimentos_valor_medio_1000|Profissionais_Total|Estabelecimentos_Privados|Estabelecimentos_Privados_Prop|60+ anos_1000|Profissionais_Publicos|Contribuição para o PIB estadual %|0 a 14 anos|Assalariados_1000|Masculino|Psi_valor_medio_1000|Psi_qtd_media_1000|Masculino_1000|Profissionais_Privados_Prop|Renda média em Salários mínimos|15 a 29 anos|Estabelecimentos_Publicos_Prop|Estabelecimentos_Psi|Feminino_1000|Cidades|60+ anos|0 a 14 anos_1000|PIB (mil R$)|Estabelecimentos_Atend|Pop_Total|15 a 29 anos_1000|Psi_qtd_media|PIB (mil R$)_1000|data_ref|Feminino|30 a 59 anos|Atendimentos_qtd_media_1000|Estabelecimentos_Total_1000|30 a 59 anos_1000|Atendimentos_qtd_media|Code
6395|1321730.74|0.3998870907038013|0.2940346255175009|0.027443231714966754|0.11761385020700037|1662.16|0.78125|0.4188034188034188|30.0|355280 Taboão da Serra|14701.02|0.5811965811965812|58302.0|7.0|105.0|0.2881539330071509|0.12545477355413376|0.09801154183916698|5181.794708944925|32.0|75.0|0.7142857142857143|0.08177691004892736|25.0|0.42|62457|228.57075649228454|122074|57.63478547233723|8.308438401706185|0.4785864383389788|0.21875|3.1|68157|0.2857142857142857|73.5|0.5214135616610212|Taboão da Serra|20859|0.2448602747459541|6054166.054|102.0|255072|0.26720690628528415|2119.25|23735.125980115416|2011|132998|103599|944.1723121314767|0.4116484757245013|0.4061559089198344|240831.92|355280
6410|153798.31|2.8065165068074864|2.528110069332184|0.21105004131192298|0.2918777167079786|1487.61|0.3561643835616438|0.47434819175777965|32.5|355400 Tatuí|12009.91|0.5256518082422204|28248.0|23.5|314.0|2.532600495743076|0.3278011279951144|0.11675108668319144|1381.2399863491037|36.5|281.5|0.8964968152866242|0.11939145741279591|13.0|0.18|26011|253.69113050975324|55080|107.85923411287136|12.417555771096024|0.49466537342386036|0.6438356164383562|2.7|28564|0.1035031847133758|282.0|0.5053346265761397|Tatuí|13294|0.2336009627474225|2657238.833|312.5|111348|0.2565290800014369|1382.67|23864.270871501958|2011|56268|43479|869.1549915579983|2.8199877860401625|0.39047849983834465|96778.67|355400
6411|2218993.01|1.9983597878105241|1.7561343589850062|0.16436725527445872|0.25260651863232597|2330.72|0.5103092783505154|0.4390480815930063|73.0|355410 Taubaté|47378.37|0.5609519184069937|83612.0|47.5|580.5|1.5640841975590596|0.33565523708678935|0.17128798181233065|7678.521905829673|97.0|507.5|0.8742463393626184|0.11625782474644188|49.5|0.91|62905|289.32789364227455|141994|163.94637129005804|18.621944931778938|0.49135082200929453|0.4896907216494845|4.3|73326|0.12575366063738158|452.0|0.5086491779907054|Taubaté|33597|0.21767415143241736|13125858.885|577.5|288987|0.25373459705799917|5381.5|45420.23995889088|2011|146993|119159|677.9561018315703|2.008740877617332|0.4123334267631416|195920.5|355410
6423|455057.89|2.2726574736648137|1.9808973925862228|0.07677896870489236|0.32247166856054793|1107.87|0.7368421052631579|0.47237076648841353|21.0|355500 Tupã|25363.42|0.5276292335115864|14037.0|5.0|150.0|2.034642670679647|0.29176008107859097|0.21498111237369857|6987.77509904487|19.0|129.0|0.86|0.17507140444089556|14.0|0.08|12192|215.54927674211478|31579|389.47544608580813|27.61739504314978|0.48492061054635915|0.2631578947368421|2.0|14644|0.14|132.5|0.5150793894536408|Tupã|11401|0.18721783729000951|1168395.432|148.0|65122|0.22487024354288873|1798.5|17941.63926169344|2011|33543|26885|1907.3968858450294|2.3033690611467708|0.4128405147262062|124213.5|355500
6436|58518.0|2.466405851335261|2.2694514820816285|0.0537148279782634|0.2148593119130536|2131.35|0.7446808510638298|0.47871333964049195|24.0|355620 Valinhos|11985.9|0.521286660359508|43494.0|6.0|277.5|2.2649752464167734|0.21038307624819833|0.15666824826993492|523.8807172720029|23.5|253.5|0.9135135135135135|0.1227741918156507|17.5|0.3|21644|389.3787880144314|55131|107.30342611077788|8.404848658472172|0.49355869687827325|0.2553191489361702|3.9|26787|0.08648648648648649|253.0|0.5064413031217267|Valinhos|13714|0.1937672894602555|4356620.935|275.5|111701|0.23980984950895695|938.83|39002.52401500434|2011|56570|49556|774.7797244429324|2.4843107939946822|0.44364866921513685|86543.67|355620
6441|209503.25|0.2789249691832897|0.1169685354639602|0.0|0.17095401337040336|1886.11|1.0|0.44642857142857145|19.0|355650 Várzea Paulista|56435.94|0.5535714285714286|17878.0|0.0|32.0|0.22493949127684654|0.1169685354639602|0.1169685354639602|1885.0221790338398|13.0|13.0|0.40625|0.08080726284629434|13.0|0.14|26617|160.8587290018985|55492|507.78686533322536|34.67145337904104|0.4992936899973907|0.0|3.5|30812|0.59375|25.0|0.5007063100026093|Várzea Paulista|8981|0.23948857757263295|2026137.2480000001|31.0|111141|0.2772334242088878|3853.42|18230.331272887594|2011|55649|44731|691.6694109284603|0.2879225488343636|0.40247073537218486|76872.83|355650
6443|155861.21|3.558905505439506|3.4240417178649563|0.23975784457697727|0.1498486528606108|2027.21|0.4482758620689655|0.4644870349492672|10.0|355670 Vinhedo|1538.51|0.5355129650507328|32994.0|16.0|238.5|3.0868822489285823|0.43456109329577125|0.19480324871879404|2335.559235172476|29.0|228.5|0.9580712788259959|0.11689693409656247|13.0|0.36|13630|494.4106452482992|33054|23.05436509125783|5.189708394521533|0.4953097371654629|0.5517241379310345|3.7|16768|0.041928721174004195|206.0|0.5046902628345371|Vinhedo|7801|0.2042437138490125|5189337.794|237.5|66734|0.2512662211166722|346.33|77761.52776695536|2011|33680|28535|790.3305661282105|3.573890370725567|0.42759313093775286|52741.92|355670
6447|208974.33|0.6295609920462505|0.4078845863961623|0.008867056226003528|0.23054346187609176|1575.96|0.8|0.47794117647058826|26.0|355700 Votorantim|988.12|0.5220588235294118|18097.0|1.0|72.0|0.5763586546902293|0.04433528113001765|0.03546822490401411|1852.987133901416|5.0|46.0|0.6388888888888888|0.09834452060260514|4.0|0.15|26756|160.46711652198587|56047|8.761715598038608|3.4359842875763675|0.49697190029881977|0.2|2.9|30056|0.3611111111111111|65.0|0.5030280997011802|Votorantim|11091|0.23724695638295043|2094207.3869999999|71.0|112777|0.26650824192876205|387.5|18569.454649440933|2011|56730|44874|753.1861993136899|0.6384280482722541|0.3979002810856824|84942.08|355700
6448|606564.24|2.7539570314281803|2.497377183779592|0.17105323176572548|0.2793869452173517|1254.32|0.4339622641509434|0.47896440129449835|24.5|355710 Votuporanga|981.03|0.5210355987055016|21467.0|15.0|243.5|2.5315878301327372|0.302194042786115|0.13114081102038955|6916.984901701409|26.5|219.0|0.8993839835728953|0.1495461387583816|11.5|0.12|15916|244.79998175432195|42828|11.187223463941978|4.250672809378279|0.4883911873374994|0.5660377358490566|2.3|21148|0.10061601642710473|222.0|0.5116088126625006|Votuporanga|13114|0.18149888245221912|1695245.07|241.5|87692|0.24116224969210417|372.75|19331.80985722757|2011|44864|37514|1285.9648542626464|2.776764128996944|0.4277927290972951|112768.83|355710
6450|228492.33|2.6842925590255726|2.467817352652543|0.11545344339894938|0.3030652889222421|1087.62|0.6|0.4685714285714286|10.5|350010 Adamantina|27407.53|0.5314285714285715|7951.0|4.0|96.0|2.366795589678462|0.2886336084973734|0.17318016509842407|6595.056572187265|10.0|85.5|0.890625|0.17393061248051722|6.0|0.05|6231|229.49258211626162|16805|791.0734283900017|53.88298793511517|0.48504877907983607|0.4|2.1|8050|0.109375|82.0|0.514951220920164|Adamantina|6026|0.17984760145471337|639090.507|93.0|34646|0.23235005484038562|1866.83|18446.29991918259|2010|17841|14339|1154.3901171852451|2.770882641574785|0.41387173122438375|39995.0|350010
6468|544485.26|2.264622794424119|2.1141110545084056|0.1921919140462187|0.16672069652202104|1519.78|0.3412698412698413|0.49035956227201666|36.0|350160 Americana|69898.68|0.5096404377279833|78283.0|41.5|492.5|2.178946880933636|0.2917612189135368|0.09956930486731812|2521.582272032603|63.0|456.5|0.9269035532994924|0.12657342657342657|21.5|0.56|41487|362.53878571759367|105860|323.7099059880517|21.912564256935116|0.4902514703839207|0.6587301587301587|3.0|53857|0.07309644670050762|470.5|0.5097485296160793|Americana|27331|0.1921317093502524|7236089.94|489.0|215930|0.2494187931274024|4731.58|33511.2765247997|2010|110070|93255|822.0538137359329|2.280831751030427|0.4318760709489186|177506.08|350160
6471|135594.41|2.9933464724449124|2.6525198938992043|0.11854837514633315|0.3630543988856453|1327.61|0.7037037037037037|0.4606141522029373|24.5|350190 Amparo|2178.4|0.5393858477970628|21895.0|8.0|203.5|2.5561993390928084|0.40010076611887435|0.28155239097254126|2009.3121230532133|27.0|179.0|0.8796068796068796|0.14178385667501445|19.0|0.19|13146|324.45208422862055|33284|32.28072255234652|11.074344649763646|0.49322051479631907|0.2962962962962963|2.6|17015|0.12039312039312039|172.5|0.5067794852036809|Amparo|9568|0.19480461745921196|2465216.059|202.0|67483|0.2521375753893573|747.33|36530.91977238712|2010|34199|27754|870.1092126906036|3.0155742927848492|0.4112739504764163|58717.58|350190
6473|107618.53|1.754107608772301|1.5954446089838514|0.19392144418588253|0.22917988858331573|1580.29|0.5217391304347826|0.4923469387755102|13.0|350210 Andradina|26763.92|0.5076530612244898|12777.0|11.0|103.5|1.7012199421761511|0.4054721105704816|0.2115506663845991|1897.2309780692476|23.0|90.5|0.8743961352657005|0.15025386079966152|12.0|0.11|11238|225.24857203300192|27898|471.82709258867493|37.293209223609054|0.4918200408997955|0.4782608695652174|3.1|13297|0.12560386473429952|96.5|0.5081799591002045|Andradina|8523|0.19811719906917707|1422125.8280000002|99.5|56724|0.23441576757633453|2115.42|25070.972216345817|2010|28826|23666|1410.1644806431138|1.8246244975671673|0.41721317255482687|79990.17|350210
6481|1013238.09|2.366485621115176|2.033404784545049|0.14773746783352407|0.3599421943580404|1374.67|0.6206896551724138|0.44451450189155106|67.0|350280 Araçatuba|975.05|0.5554854981084489|46227.0|27.5|445.5|1.893725724047899|0.38948968792474525|0.2417522200912212|5443.390171966413|72.5|378.5|0.8496071829405163|0.1396844327687076|45.0|0.32|36209|248.34399729237512|89621|5.238233382221004|1.670346672683611|0.4814683492621185|0.3793103448275862|2.7|43976|0.15039281705948374|352.5|0.5185316507378815|Araçatuba|26001|0.1945245808285117|4132001.175|440.5|186141|0.2362510140162565|310.92|22198.232388350763|2010|96520|79955|897.6223937767605|2.3933469789030895|0.4295399723865242|167084.33|350280
6486|1323176.95|2.325798835931839|2.0242631074542436|0.16596152497604075|0.3482854538229588|1479.46|0.5534591194968553|0.460412147505423|74.5|350320 Araraquara|3160.15|0.539587852494577|65807.0|35.5|507.5|1.9845258409106847|0.3716603164956406|0.20569879151959983|6185.815899581589|79.5|433.0|0.8532019704433498|0.13808466375260045|44.0|0.42|40929|307.64591758023425|103309|14.773614455015077|3.7742455763072393|0.48296673757041675|0.44654088050314467|2.9|54032|0.14679802955665025|424.5|0.5170332624295833|Araraquara|29537|0.19134195086603867|5474437.459|497.5|213905|0.25259811598606857|807.33|25592.84476286202|2010|110596|89407|627.7732170823496|2.3725485612772026|0.4179752693952923|134283.83|350320
6487|459703.07|2.322928038480165|2.0972018156596537|0.09029048912820428|0.2503509016736573|1486.48|0.65625|0.4749536178107607|30.5|350330 Araras|2339.78|0.5250463821892394|35017.0|11.0|286.0|2.101305928801845|0.26266324110023065|0.17237275197202637|3773.346822185194|32.0|255.5|0.8933566433566433|0.12368155365307111|21.0|0.25|24994|287.4274598002118|60215|19.205443695671804|5.607613950701393|0.4942583457140746|0.34375|2.9|31703|0.10664335664335664|256.0|0.5057416542859253|Araras|15068|0.2051564077518489|3211625.0719999997|283.0|121829|0.26022539789376914|683.17|26361.7453315713|2010|61614|50064|1010.9593774881184|2.3475527173333113|0.41093664070131086|123164.17|350330
6496|635245.31|2.2658765148563575|1.9787971374084934|0.1486661061783583|0.3229642996288474|1707.2|0.6741573033707865|0.476303317535545|31.5|350400 Assis|12973.37|0.523696682464455|24794.0|14.5|224.5|2.060819816679312|0.45625115344392725|0.30758504726556896|6513.0652900527|44.5|193.0|0.8596881959910914|0.1398589209916542|30.0|0.13|19461|254.20878873008385|47532|133.01382082145713|11.174769823856296|0.4873377488875674|0.3258426966292135|3.3|24222|0.1403118040089087|201.0|0.5126622511124326|Assis|13641|0.19953042016117456|1666866.6840000001|221.0|97534|0.24834416716222035|1089.92|17090.108926118075|2010|50002|40210|1517.1153648983943|2.301761437037341|0.4122664916849509|147970.33|350400
6497|373137.58|1.814553411822721|1.6527461012143254|0.3274671762312766|0.1772175306663379|1421.22|0.205607476635514|0.48748639825897716|23.0|350410 Atibaia|1207.58|0.5125136017410229|32848.0|42.5|237.5|1.7259446464895518|0.41222338654995994|0.08475621031868336|2875.0661098440487|53.5|214.5|0.9031578947368422|0.1260941256241139|11.0|0.29|29310|253.09745423164642|63848|9.304536768785058|1.843447574431363|0.49195586512975403|0.794392523364486|2.8|32180|0.0968421052631579|224.0|0.5080441348702459|Atibaia|16365|0.22583677494914628|3709727.44|235.5|129784|0.24795044073229366|239.25|28583.858102693706|2010|65936|51929|419.62221845527955|1.8299636318806631|0.4001186586944462|54460.25|350410
6501|501263.85|1.8290244418828954|1.5702557105554118|0.08233550542238115|0.2999364840386742|1113.47|0.7083333333333334|0.4867986798679868|25.5|350450 Avaré|2384.56|0.5132013201320133|18448.0|7.0|159.0|1.734926721400174|0.2822931614481639|0.19995765602578278|5895.973205674092|24.0|133.5|0.839622641509434|0.12629090310287233|17.0|0.1|18843|216.9893434331553|42212|28.04770754428474|9.337199181349831|0.49650662212707897|0.2916666666666667|2.2|21662|0.16037735849056603|147.5|0.503493377872921|Avaré|10737|0.2216354183819897|1237711.7959999999|155.5|85018|0.2547931026370886|793.83|14558.23232727187|2010|42806|33776|1034.4858735797125|1.870192194594086|0.3972805758780494|87949.92|350450
6512|7077619.96|1.6011416836352879|1.37924433074018|0.04350928488139369|0.27410849475278026|1283.33|0.8701298701298701|0.47503566333808844|31.5|350550 Barretos|65553.24|0.5249643366619116|27190.0|5.0|190.0|1.44885918655041|0.3350214935867314|0.2915122087053377|61588.43662437564|38.5|158.5|0.8342105263157895|0.13614055239388084|33.5|0.19|23597|236.6034911850189|55602|570.4349188116744|41.615151673367095|0.4838406515950504|0.12987012987012986|2.5|29141|0.16578947368421051|166.5|0.5161593484049496|Barretos|15645|0.20533771906924939|2500648.292|184.0|114918|0.2535808141457387|4782.33|21760.283784959713|2010|59316|46535|1579.2224020605995|1.6533528254929601|0.40494091439113106|181481.08|350550
6514|945745.07|0.6847705410902843|0.5773952787299735|0.028363276849893437|0.11142715905315279|2340.02|0.8691588785046729|0.398576512455516|27.5|350570 Barueri|10894.85|0.6014234875444839|238212.0|7.0|170.0|0.453812429598295|0.2167764730670427|0.18841319621714925|3832.0613214045493|53.5|142.5|0.8382352941176471|0.07089198453796222|46.5|2.32|62500|965.2104149952593|120146|44.14480668400879|10.272246938792048|0.48681918005818525|0.1308411214953271|4.6|69104|0.16176470588235295|112.0|0.5131808199418147|Barueri|17496|0.25324354330261994|30018704.499|169.0|246798|0.280002269062148|2535.17|121632.68948289695|2010|126652|97698|1657.5755476138381|0.6888224377831264|0.3958622030972698|409086.33|350570
6516|292630.61|3.0745314794023666|2.7981690992313673|0.17272648760687453|0.3195440020727179|1301.88|0.5555555555555556|0.48923959827833574|18.5|350590 Batatais|22631.9|0.5107604017216643|13800.0|10.0|180.5|2.9449866136972105|0.38863459711546766|0.21590810950859315|5054.5057431557125|22.5|162.0|0.8975069252077562|0.136833923482166|12.5|0.09|12199|238.36255289748684|28467|390.9128594870024|29.068486052336127|0.4917004922704897|0.4444444444444444|2.6|14624|0.10249307479224377|170.5|0.5082995077295103|Batatais|7922|0.21070904223162623|1153706.59|178.0|57895|0.25259521547629327|1682.92|19927.568701960445|2010|29428|23150|1062.1974263753345|3.1177131013040853|0.3998618188099145|61495.92|350590
6517|2391210.77|1.521649110267799|1.3103483484505556|0.1063594438677399|0.23257265059079127|1488.23|0.734982332155477|0.4674937965260546|82.0|350600 Bauru|72590.4|0.5325062034739454|114667.0|37.5|544.0|1.3358746149788132|0.4013296348609386|0.29497019099319866|6782.07593780667|141.5|462.0|0.8492647058823529|0.1292394874325681|104.0|0.63|73922|325.2244893328569|171045|205.88465531031432|15.099013551611273|0.48512669536953523|0.26501766784452296|2.9|88996|0.15073529411764705|471.0|0.5148733046304648|Bauru|45567|0.20966140825576185|8207654.55|536.5|352578|0.25241506843875683|5323.58|23278.975290574|2010|181533|144093|802.8029826024313|1.542920999041347|0.40868403587291324|283050.67|350600
6518|404008.92|2.203588143525741|1.891575663026521|0.13000520020800832|0.34451378055122206|1155.57|0.6153846153846154|0.4340567612687813|26.5|350610 Bebedouro|37670.15|0.5659432387312187|18199.0|10.0|172.0|1.6900676027041082|0.3380135205408216|0.2080083203328133|5252.326053042122|26.0|145.5|0.8459302325581395|0.13828653146125844|16.0|0.11|16163|236.59646385855436|37492|489.7315392615705|33.65509620384815|0.4874154966198648|0.38461538461538464|2.3|19094|0.15406976744186046|130.0|0.5125845033801352|Bebedouro|10637|0.21012740509620384|1446951.175|169.5|76920|0.24823192927717108|2588.75|18811.11771970879|2010|39428|31026|1126.30005200208|2.236089443577743|0.40335413416536664|86635.0|350610
6523|246070.53|0.8926969316346671|0.7670913332137089|0.04934505652251928|0.139063341108918|946.75|0.6071428571428571|0.4562841530054645|15.5|350650 Birigui|862.81|0.5437158469945356|35864.0|5.5|101.0|0.7491476762964293|0.1256055984209582|0.0762605418984389|2207.702583886596|14.0|85.5|0.8465346534653465|0.12420599318141037|8.5|0.14|22553|321.7656558406603|54469|7.740983312399067|1.6440875650457563|0.4886865243136551|0.39285714285714285|1.9|27419|0.15346534653465346|83.5|0.5113134756863449|Birigui|13844|0.202341647227705|1784190.9330000002|99.5|111460|0.24599856450744662|183.25|16007.454988336625|2010|56991|47644|973.4052574914767|0.906154674322627|0.427453795083438|108495.75|350650
6535|1838117.17|3.217725068376658|3.0147019390624163|0.2911275061864595|0.24132938012824934|1841.51|0.5754189944134078|0.4896719319562576|31.5|350750 Botucatu|2346.54|0.5103280680437424|36319.0|38.0|425.0|3.087483815609031|0.6856818895707402|0.3945543833842806|14082.275467910853|89.5|393.5|0.9258823529411765|0.1320646303063734|51.5|0.23|28475|278.2489446627901|63400|17.977429957020387|4.719330100285765|0.4857232603216193|0.4245810055865922|3.6|32732|0.07411764705882352|403.0|0.5142767396783807|Botucatu|17238|0.2181540983857746|3012753.2610000004|420.0|130527|0.25076804032882083|616.0|23081.456411317202|2010|67127|52082|958.7735104614371|3.2560313191906656|0.3990132309790312|125145.83|350750
6536|1130115.45|1.7017768943901193|1.3993126416762502|0.09971348990567104|0.33237829968557014|1497.59|0.6341463414634146|0.420158550396376|50.0|350760 Bragança Paulista|968.94|0.579841449603624|37508.0|15.0|260.5|1.2331234918334653|0.2725502057421675|0.17283671583649646|7512.517034387859|41.0|210.5|0.8080614203454894|0.12612426959868644|26.0|0.25|32324|249.33690529212728|73968|6.441092593946727|2.1848555151531266|0.49170716142284504|0.36585365853658536|2.9|38000|0.19193857965451055|185.5|0.508292838577155|Bragança Paulista|18973|0.21487592318072737|3245514.692|256.0|150431|0.2526075077610333|328.67|21574.773098629936|2010|76463|61134|889.505288138748|1.7316909413618204|0.4063922994595529|133809.17|350760
